Reporting Area,MMWR Year,MMWR Week,"Invasive pneumococcal disease, age < 5§, Confirmed, Current week","Invasive pneumococcal disease, age < 5§, Confirmed, Current week, flag ","Invasive pneumococcal disease, age < 5§, Confirmed, Previous 52 weeks Max†","Invasive pneumococcal disease, age < 5§, Confirmed, Previous 52 weeks Max†, flag","Invasive pneumococcal disease, age < 5§, Confirmed, Cum 2019†","Invasive pneumococcal disease, age < 5§, Confirmed, Cum 2019†, flag","Invasive pneumococcal disease, age < 5§, Confirmed, Cum 2018†","Invasive pneumococcal disease, age < 5§, Confirmed, Cum 2018†, flag","Invasive pneumococcal disease, age < 5§, Probable, Current week","Invasive pneumococcal disease, age < 5§, Probable, Current week, flag","Invasive pneumococcal disease, age < 5§, Probable, Previous 52 weeks Max†","Invasive pneumococcal disease, age < 5§, Probable, Previous 52 weeks Max†, flag","Invasive pneumococcal disease, age < 5§, Probable,  Cum 2019†","Invasive pneumococcal disease, age < 5§, Probable,  Cum 2019†, flag","Invasive pneumococcal disease, age < 5§, Probable,  Cum 2018†","Invasive pneumococcal disease, age < 5§, Probable, Cum 2018†, flag",Location 1,Location 2,Reporting Area Sort
NEVADA,2019,3,,-,2,,,-,2,,,-,0,,,-,,-,"NEVADA
(39.283294, -114.916992)",,20190353
KENTUCKY,2019,3,,-,2,,,-,,-,,-,1,,,-,,-,"KENTUCKY
(37.526683, -85.290484)",,20190340
MISSOURI,2019,3,1,,3,,1,,2,,,-,1,,,-,1,,"MISSOURI
(38.3675, -92.477244)",,20190324
NEW ENGLAND,2019,3,,-,3,,3,,5,,,-,0,,,-,,-,,NEW ENGLAND,20190302
EAST NORTH CENTRAL,2019,3,1,,7,,3,,16,,,-,1,,1,,,-,,EAST NORTH CENTRAL,20190314
IDAHO,2019,3,,-,2,,2,,1,,,-,0,,,-,,-,"IDAHO
(44.389073, -114.659366)",,20190351
NEBRASKA,2019,3,,-,2,,,-,,-,,-,0,,,-,1,,"NEBRASKA
(41.527099, -99.810595)",,20190325
WYOMING,2019,3,,-,1,,,-,2,,,-,0,,,-,,-,"WYOMING
(42.999627, -107.55145)",,20190356
NORTHERN MARIANA ISLANDS,2019,3,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",,20190365
PENNSYLVANIA,2019,4,1,,3,,2,,4,,,-,1,,,-,,-,"PENNSYLVANIA
(40.896694, -77.838886)",,20190413
ILLINOIS,2019,4,,-,2,,,-,5,,,-,1,,,-,,-,"ILLINOIS
(40.124144, -89.148632)",,20190415
COLORADO,2019,4,,-,2,,,-,2,,,-,0,,,-,,-,"COLORADO
(38.998552, -105.547832)",,20190450
MONTANA,2019,4,,-,2,,,-,,-,,-,0,,,-,,-,"MONTANA
(47.033521, -109.645127)",,20190452
VIRGINIA,2019,4,2,,2,,3,,2,,,-,1,,,-,,-,"VIRGINIA
(37.510861, -78.666382)",,20190436
OKLAHOMA,2019,4,,-,2,,1,,,-,,-,1,,,-,,-,"OKLAHOMA
(35.583449, -97.508297)",,20190446
HAWAII,2019,4,,-,1,,,-,,-,,-,0,,,-,,-,"HAWAII
(21.361013, -157.854309)",,20190460
OREGON,2019,4,,N,,NC,,N,,N,,N,,NC,,N,,N,"OREGON
(43.940449, -120.605279)",,20190461
VERMONT,2019,4,,-,1,,,-,,-,,-,0,,,-,,-,"VERMONT
(44.075252, -72.662695)",,20190408
DISTRICT OF COLUMBIA,2019,4,,-,1,,,-,,-,,-,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",,20190430
US RESIDENTS,2019,4,8,,32,,45,,94,,,-,3,,3,,3,,,US RESIDENTS,20190401
TENNESSEE,2019,4,,-,3,,,-,6,,,-,0,,,-,,-,"TENNESSEE
(35.842998, -86.343226)",,20190442
NEBRASKA,2019,4,,-,2,,,-,,-,,-,0,,,-,1,,"NEBRASKA
(41.527099, -99.810595)",,20190425
WASHINGTON,2019,4,,N,,NC,,N,,N,,N,,NC,,N,,N,"WASHINGTON
(47.411715, -120.592492)",,20190462
EAST NORTH CENTRAL,2019,4,1,,7,,6,,20,,,-,1,,1,,,-,,EAST NORTH CENTRAL,20190414
NEW HAMPSHIRE,2019,4,,-,1,,1,,,-,,-,0,,,-,,-,"NEW HAMPSHIRE
(43.680429, -71.57139)",,20190406
MISSISSIPPI,2019,4,,-,2,,1,,2,,,-,0,,,-,,-,"MISSISSIPPI
(32.713378, -89.65344)",,20190441
AMERICAN SAMOA,2019,4,,N,,NC,,N,,N,,N,,NC,,N,,N,,AMERICAN SAMOA,20190464
CONNECTICUT,2019,4,,-,2,,,-,1,,,-,0,,,-,,-,"CONNECTICUT
(41.575155, -72.738288)",,20190403
MOUNTAIN,2019,4,1,,7,,8,,15,,,-,1,,1,,,-,,MOUNTAIN,20190448
PUERTO RICO,2019,4,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",,20190467
WEST VIRGINIA,2019,4,,-,2,,1,,1,,,-,0,,,-,,-,"WEST VIRGINIA
(38.642579, -80.613729)",,20190437
KENTUCKY,2019,4,,-,2,,,-,,-,,-,1,,,-,,-,"KENTUCKY
(37.526683, -85.290484)",,20190440
ARKANSAS,2019,4,,-,3,,,-,,-,,-,0,,,-,,-,"ARKANSAS
(34.899825, -92.439162)",,20190444
NEW ENGLAND,2019,4,,-,3,,3,,6,,,-,0,,,-,,-,,NEW ENGLAND,20190402
UTAH,2019,4,,-,2,,1,,2,,,-,1,,1,,,-,"UTAH
(39.323779, -111.678222)",,20190455
US TERRITORIES,2019,4,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20190463
NEW YORK,2019,4,,-,4,,1,,1,,,-,1,,,-,,-,"NEW YORK
(42.921241, -75.59655)",,20190411
TEXAS,2019,4,,-,8,,1,,7,,,-,1,,,-,,-,"TEXAS
(31.447238, -99.317341)",,20190447
WYOMING,2019,4,,-,2,,,-,2,,,-,0,,,-,,-,"WYOMING
(42.999627, -107.55145)",,20190456
GEORGIA,2019,4,,-,4,,2,,3,,,-,0,,,-,,-,"GEORGIA
(32.638481, -83.426574)",,20190432
MAINE,2019,4,,-,2,,2,,2,,,-,0,,,-,,-,"MAINE
(45.117911, -69.06137)",,20190404
NORTH DAKOTA,2019,4,,-,1,,1,,1,,,-,0,,,-,,-,"NORTH DAKOTA
(47.446305, -100.46931)",,20190426
ALABAMA,2019,4,,-,2,,,-,5,,,-,0,,,-,,-,"ALABAMA
(32.756889, -86.844516)",,20190439
NON-US RESIDENTS,2019,4,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS,20190469
GUAM,2019,4,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",,20190466
NORTHERN MARIANA ISLANDS,2019,4,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",,20190465
SOUTH ATLANTIC,2019,4,4,,12,,17,,12,,,-,2,,,-,,-,,SOUTH ATLANTIC,20190428
PACIFIC,2019,4,,-,3,,,-,,-,,-,0,,,-,,-,,PACIFIC,20190457
OHIO,2019,4,1,,4,,2,,7,,,-,1,,1,,,-,"OHIO
(40.415534, -82.70936)",,20190418
ALASKA,2019,4,,-,3,,,-,,-,,-,0,,,-,,-,"ALASKA
(63.631126, -151.631889)",,20190458
IDAHO,2019,4,,-,2,,2,,1,,,-,0,,,-,,-,"IDAHO
(44.389073, -114.659366)",,20190451
NEW JERSEY,2019,4,,-,2,,,-,5,,,-,1,,,-,,-,"NEW JERSEY
(40.110253, -74.655514)",,20190410
U.S. VIRGIN ISLANDS,2019,4,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",,20190468
IOWA,2019,4,,N,,NC,,N,,N,,N,,NC,,N,,N,"IOWA
(42.074659, -93.500061)",,20190421
LOUISIANA,2019,4,,-,4,,,-,2,,,-,2,,,-,,-,"LOUISIANA
(30.921314, -91.840238)",,20190445
WISCONSIN,2019,4,,-,3,,1,,2,,,-,0,,,-,,-,"WISCONSIN
(44.639954, -89.732969)",,20190419
RHODE ISLAND,2019,4,,-,1,,,-,,-,,-,0,,,-,,-,"RHODE ISLAND
(41.572574, -71.534637)",,20190407
FLORIDA,2019,4,1,,4,,8,,2,,,-,1,,,-,,-,"FLORIDA
(28.260731, -82.420978)",,20190431
DELAWARE,2019,4,,-,1,,,-,,-,,-,0,,,-,,-,"DELAWARE
(38.994926, -75.452394)",,20190429
ARIZONA,2019,4,,-,5,,2,,3,,,-,1,,,-,,-,"ARIZONA
(34.293239, -111.664616)",,20190449
EAST SOUTH CENTRAL,2019,4,,-,4,,1,,13,,,-,1,,,-,,-,,EAST SOUTH CENTRAL,20190438
MIDDLE ATLANTIC,2019,4,1,,8,,3,,16,,,-,1,,,-,,-,MIDDLE ATLANTIC,,20190409
MASSACHUSETTS,2019,4,,-,3,,,-,3,,,-,0,,,-,,-,"MASSACHUSETTS
(42.151077, -71.481104)",,20190405
MARYLAND,2019,4,1,,3,,3,,1,,,-,1,,,-,,-,"MARYLAND
(38.946466, -76.687282)",,20190433
KANSAS,2019,4,,-,2,,1,,,-,,-,1,,1,,,-,"KANSAS
(38.484729, -98.38018)",,20190422
MICHIGAN,2019,4,,-,3,,2,,3,,,-,1,,,-,,-,"MICHIGAN
(44.874798, -85.730977)",,20190417
NEVADA,2019,4,,-,2,,,-,2,,,-,0,,,-,,-,"NEVADA
(39.283294, -114.916992)",,20190453
NEW YORK CITY,2019,4,,-,4,,,-,6,,,-,0,,,-,,-,,NEW YORK CITY,20190412
NEW MEXICO,2019,4,1,,1,,3,,3,,,-,0,,,-,,-,"NEW MEXICO
(34.421369, -106.108388)",,20190454
MINNESOTA,2019,4,,-,2,,,-,,-,,-,0,,,-,,-,"MINNESOTA
(46.349153, -94.198308)",,20190423
WEST SOUTH CENTRAL,2019,4,,-,11,,2,,9,,,-,2,,,-,,-,,WEST SOUTH CENTRAL,20190443
NORTH CAROLINA,2019,4,,N,,NC,,N,,N,,N,,NC,,N,,N,"NORTH CAROLINA
(35.52603, -79.130883)",,20190434
SOUTH CAROLINA,2019,4,,-,5,,,-,3,,,-,1,,,-,,-,"SOUTH CAROLINA
(33.878572, -80.864614)",,20190435
INDIANA,2019,4,,-,2,,1,,3,,,-,0,,,-,,-,"INDIANA
(39.919991, -86.2818)",,20190416
SOUTH DAKOTA,2019,4,,-,1,,1,,,-,,-,0,,,-,,-,"SOUTH DAKOTA
(44.43614, -100.230491)",,20190427
CALIFORNIA,2019,4,,N,,NC,,N,,N,,N,,NC,,N,,N,"CALIFORNIA
(37.211164, -119.662127)",,20190459
TOTAL,2019,4,8,,32,,45,,94,,,-,3,,3,,3,,,TOTAL,20190470
MISSOURI,2019,4,1,,3,,2,,2,,,-,1,,,-,2,,"MISSOURI
(38.3675, -92.477244)",,20190424
WEST NORTH CENTRAL,2019,4,1,,4,,5,,3,,,-,1,,1,,3,,,WEST NORTH CENTRAL,20190420
ALABAMA,2019,5,,-,2,,,-,6,,,-,0,,,-,,-,"ALABAMA
(32.756889, -86.844516)",,20190539
SOUTH DAKOTA,2019,5,,-,1,,1,,1,,,-,0,,,-,,-,"SOUTH DAKOTA
(44.43614, -100.230491)",,20190527
ARKANSAS,2019,5,,-,3,,,-,,-,,-,0,,,-,,-,"ARKANSAS
(34.899825, -92.439162)",,20190544
ARIZONA,2019,5,2,,5,,4,,3,,,-,1,,,-,,-,"ARIZONA
(34.293239, -111.664616)",,20190549
UTAH,2019,5,,-,2,,1,,2,,,-,1,,1,,,-,"UTAH
(39.323779, -111.678222)",,20190555
DELAWARE,2019,5,,-,1,,,-,,-,,-,0,,,-,,-,"DELAWARE
(38.994926, -75.452394)",,20190529
OHIO,2019,5,1,,4,,3,,7,,,-,1,,1,,1,,"OHIO
(40.415534, -82.70936)",,20190518
INDIANA,2019,5,,-,2,,1,,4,,,-,0,,,-,,-,"INDIANA
(39.919991, -86.2818)",,20190516
IOWA,2019,5,,N,,NC,,N,,N,,N,,NC,,N,,N,"IOWA
(42.074659, -93.500061)",,20190521
NEW MEXICO,2019,5,,-,1,,3,,3,,,-,0,,,-,,-,"NEW MEXICO
(34.421369, -106.108388)",,20190554
HAWAII,2019,5,,-,1,,1,,,-,,-,0,,,-,,-,"HAWAII
(21.361013, -157.854309)",,20190560
TEXAS,2019,5,,-,8,,1,,10,,,-,1,,,-,,-,"TEXAS
(31.447238, -99.317341)",,20190547
WASHINGTON,2019,5,,N,,NC,,N,,N,,N,,NC,,N,,N,"WASHINGTON
(47.411715, -120.592492)",,20190562
NEBRASKA,2019,5,,-,2,,,-,,-,,-,0,,,-,1,,"NEBRASKA
(41.527099, -99.810595)",,20190525
CONNECTICUT,2019,5,,-,2,,,-,1,,,-,0,,,-,,-,"CONNECTICUT
(41.575155, -72.738288)",,20190503
EAST NORTH CENTRAL,2019,5,3,,7,,9,,26,,,-,1,,1,,1,,,EAST NORTH CENTRAL,20190514
US TERRITORIES,2019,5,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20190563
WISCONSIN,2019,5,1,,3,,2,,4,,,-,0,,,-,,-,"WISCONSIN
(44.639954, -89.732969)",,20190519
SOUTH CAROLINA,2019,5,,-,5,,6,,3,,,-,1,,,-,,-,"SOUTH CAROLINA
(33.878572, -80.864614)",,20190535
KANSAS,2019,5,,-,2,,1,,2,,,-,1,,1,,,-,"KANSAS
(38.484729, -98.38018)",,20190522
COLORADO,2019,5,1,,2,,1,,3,,,-,0,,,-,,-,"COLORADO
(38.998552, -105.547832)",,20190550
MICHIGAN,2019,5,1,,3,,3,,6,,,-,1,,,-,,-,"MICHIGAN
(44.874798, -85.730977)",,20190517
U.S. VIRGIN ISLANDS,2019,5,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",,20190568
RHODE ISLAND,2019,5,,-,1,,,-,,-,,-,0,,,-,,-,"RHODE ISLAND
(41.572574, -71.534637)",,20190507
ILLINOIS,2019,5,,-,3,,,-,5,,,-,1,,,-,,-,"ILLINOIS
(40.124144, -89.148632)",,20190515
IDAHO,2019,5,,-,2,,2,,1,,,-,0,,,-,,-,"IDAHO
(44.389073, -114.659366)",,20190551
OKLAHOMA,2019,5,,-,2,,1,,,-,,-,1,,,-,,-,"OKLAHOMA
(35.583449, -97.508297)",,20190546
WEST NORTH CENTRAL,2019,5,,-,4,,5,,7,,,-,1,,1,,3,,,WEST NORTH CENTRAL,20190520
NEW ENGLAND,2019,5,,-,3,,3,,6,,,-,0,,,-,,-,,NEW ENGLAND,20190502
LOUISIANA,2019,5,,-,4,,,-,2,,,-,2,,,-,,-,"LOUISIANA
(30.921314, -91.840238)",,20190545
PENNSYLVANIA,2019,5,,-,3,,2,,6,,,-,1,,,-,,-,"PENNSYLVANIA
(40.896694, -77.838886)",,20190513
WEST SOUTH CENTRAL,2019,5,,-,11,,2,,12,,,-,2,,,-,,-,,WEST SOUTH CENTRAL,20190543
MIDDLE ATLANTIC,2019,5,,-,8,,4,,18,,,-,1,,,-,,-,MIDDLE ATLANTIC,,20190509
EAST SOUTH CENTRAL,2019,5,,-,4,,1,,14,,,-,1,,,-,,-,,EAST SOUTH CENTRAL,20190538
MISSOURI,2019,5,,-,3,,2,,3,,,-,1,,,-,2,,"MISSOURI
(38.3675, -92.477244)",,20190524
OREGON,2019,5,,N,,NC,,N,,N,,N,,NC,,N,,N,"OREGON
(43.940449, -120.605279)",,20190561
US RESIDENTS,2019,5,7,,32,,61,,116,,1,,3,,5,,4,,,US RESIDENTS,20190501
TENNESSEE,2019,5,,-,3,,,-,6,,,-,0,,,-,,-,"TENNESSEE
(35.842998, -86.343226)",,20190542
NORTH CAROLINA,2019,5,,N,,NC,,N,,N,,N,,NC,,N,,N,"NORTH CAROLINA
(35.52603, -79.130883)",,20190534
WYOMING,2019,5,,-,2,,,-,4,,,-,0,,,-,,-,"WYOMING
(42.999627, -107.55145)",,20190556
DISTRICT OF COLUMBIA,2019,5,,-,1,,,-,,-,,-,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",,20190530
MISSISSIPPI,2019,5,,-,2,,1,,2,,,-,0,,,-,,-,"MISSISSIPPI
(32.713378, -89.65344)",,20190541
NEVADA,2019,5,,-,2,,,-,2,,,-,0,,,-,,-,"NEVADA
(39.283294, -114.916992)",,20190553
GEORGIA,2019,5,,-,4,,2,,5,,,-,0,,,-,,-,"GEORGIA
(32.638481, -83.426574)",,20190532
NEW YORK CITY,2019,5,,-,4,,,-,6,,,-,0,,,-,,-,,NEW YORK CITY,20190512
MONTANA,2019,5,,-,2,,,-,,-,,-,0,,,-,,-,"MONTANA
(47.033521, -109.645127)",,20190552
NORTH DAKOTA,2019,5,,-,1,,1,,1,,,-,0,,,-,,-,"NORTH DAKOTA
(47.446305, -100.46931)",,20190526
MARYLAND,2019,5,,-,3,,3,,1,,,-,1,,,-,,-,"MARYLAND
(38.946466, -76.687282)",,20190533
NEW HAMPSHIRE,2019,5,,-,1,,1,,,-,,-,0,,,-,,-,"NEW HAMPSHIRE
(43.680429, -71.57139)",,20190506
KENTUCKY,2019,5,,-,2,,,-,,-,,-,1,,,-,,-,"KENTUCKY
(37.526683, -85.290484)",,20190540
MAINE,2019,5,,-,2,,2,,2,,,-,0,,,-,,-,"MAINE
(45.117911, -69.06137)",,20190504
NON-US RESIDENTS,2019,5,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS,20190569
VERMONT,2019,5,,-,1,,,-,,-,,-,0,,,-,,-,"VERMONT
(44.075252, -72.662695)",,20190508
SOUTH ATLANTIC,2019,5,1,,12,,25,,15,,1,,2,,1,,,-,,SOUTH ATLANTIC,20190528
FLORIDA,2019,5,1,,4,,9,,3,,1,,1,,1,,,-,"FLORIDA
(28.260731, -82.420978)",,20190531
TOTAL,2019,5,7,,32,,61,,116,,1,,3,,5,,4,,,TOTAL,20190570
NEW YORK,2019,5,,-,4,,1,,1,,,-,1,,,-,,-,"NEW YORK
(42.921241, -75.59655)",,20190511
WEST VIRGINIA,2019,5,,-,2,,2,,1,,,-,0,,,-,,-,"WEST VIRGINIA
(38.642579, -80.613729)",,20190537
ALASKA,2019,5,,-,3,,,-,,-,,-,1,,1,,,-,"ALASKA
(63.631126, -151.631889)",,20190558
PACIFIC,2019,5,,-,3,,1,,,-,,-,1,,1,,,-,,PACIFIC,20190557
NEW JERSEY,2019,5,,-,2,,1,,5,,,-,1,,,-,,-,"NEW JERSEY
(40.110253, -74.655514)",,20190510
MINNESOTA,2019,5,,-,2,,,-,,-,,-,0,,,-,,-,"MINNESOTA
(46.349153, -94.198308)",,20190523
CALIFORNIA,2019,5,,N,,NC,,N,,N,,N,,NC,,N,,N,"CALIFORNIA
(37.211164, -119.662127)",,20190559
PUERTO RICO,2019,5,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",,20190567
NORTHERN MARIANA ISLANDS,2019,5,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",,20190565
MASSACHUSETTS,2019,5,,-,3,,,-,3,,,-,0,,,-,,-,"MASSACHUSETTS
(42.151077, -71.481104)",,20190505
MOUNTAIN,2019,5,3,,7,,11,,18,,,-,1,,1,,,-,,MOUNTAIN,20190548
GUAM,2019,5,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",,20190566
VIRGINIA,2019,5,,-,2,,3,,2,,,-,1,,,-,,-,"VIRGINIA
(37.510861, -78.666382)",,20190536
PUERTO RICO,2019,6,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",,20190667
VERMONT,2019,6,,-,1,,,-,,-,,-,0,,,-,,-,"VERMONT
(44.075252, -72.662695)",,20190608
NEW ENGLAND,2019,6,,-,3,,4,,6,,,-,0,,,-,,-,,NEW ENGLAND,20190602
KENTUCKY,2019,6,,-,2,,,-,,-,,-,1,,,-,,-,"KENTUCKY
(37.526683, -85.290484)",,20190640
KANSAS,2019,6,,-,2,,1,,2,,,-,1,,1,,,-,"KANSAS
(38.484729, -98.38018)",,20190622
MAINE,2019,6,,-,2,,2,,2,,,-,0,,,-,,-,"MAINE
(45.117911, -69.06137)",,20190604
SOUTH CAROLINA,2019,6,,-,5,,6,,5,,,-,1,,,-,,-,"SOUTH CAROLINA
(33.878572, -80.864614)",,20190635
MOUNTAIN,2019,6,1,,7,,13,,22,,,-,1,,1,,,-,,MOUNTAIN,20190648
UTAH,2019,6,,-,2,,1,,3,,,-,1,,1,,,-,"UTAH
(39.323779, -111.678222)",,20190655
MONTANA,2019,6,,-,2,,,-,1,,,-,0,,,-,,-,"MONTANA
(47.033521, -109.645127)",,20190652
NEW JERSEY,2019,6,,-,2,,1,,5,,,-,1,,,-,,-,"NEW JERSEY
(40.110253, -74.655514)",,20190610
NEW YORK CITY,2019,6,,-,4,,,-,7,,,-,0,,,-,,-,,NEW YORK CITY,20190612
OREGON,2019,6,,N,,NC,,N,,N,,N,,NC,,N,,N,"OREGON
(43.940449, -120.605279)",,20190661
NORTHERN MARIANA ISLANDS,2019,6,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",,20190665
ARIZONA,2019,6,,-,5,,4,,4,,,-,1,,,-,,-,"ARIZONA
(34.293239, -111.664616)",,20190649
COLORADO,2019,6,1,,2,,2,,4,,,-,0,,,-,,-,"COLORADO
(38.998552, -105.547832)",,20190650
NEW HAMPSHIRE,2019,6,,-,1,,1,,,-,,-,0,,,-,,-,"NEW HAMPSHIRE
(43.680429, -71.57139)",,20190606
AMERICAN SAMOA,2019,6,,N,,NC,,N,,N,,N,,NC,,N,,N,,AMERICAN SAMOA,20190664
NORTH CAROLINA,2019,6,,N,,NC,,N,,N,,N,,NC,,N,,N,"NORTH CAROLINA
(35.52603, -79.130883)",,20190634
WEST SOUTH CENTRAL,2019,6,2,,11,,6,,17,,,-,2,,,-,1,,,WEST SOUTH CENTRAL,20190643
MASSACHUSETTS,2019,6,,-,3,,,-,3,,,-,0,,,-,,-,"MASSACHUSETTS
(42.151077, -71.481104)",,20190605
ILLINOIS,2019,6,,-,3,,,-,5,,,-,1,,,-,,-,"ILLINOIS
(40.124144, -89.148632)",,20190615
PENNSYLVANIA,2019,6,,-,3,,2,,6,,,-,1,,,-,,-,"PENNSYLVANIA
(40.896694, -77.838886)",,20190613
RHODE ISLAND,2019,6,,-,1,,1,,,-,,-,0,,,-,,-,"RHODE ISLAND
(41.572574, -71.534637)",,20190607
SOUTH ATLANTIC,2019,6,,-,12,,26,,25,,,-,2,,1,,1,,,SOUTH ATLANTIC,20190628
ALABAMA,2019,6,,-,2,,,-,6,,,-,0,,,-,,-,"ALABAMA
(32.756889, -86.844516)",,20190639
WEST VIRGINIA,2019,6,,-,2,,2,,1,,,-,0,,,-,,-,"WEST VIRGINIA
(38.642579, -80.613729)",,20190637
EAST SOUTH CENTRAL,2019,6,,-,5,,3,,17,,,-,1,,,-,,-,,EAST SOUTH CENTRAL,20190638
TENNESSEE,2019,6,,-,3,,1,,9,,,-,0,,,-,,-,"TENNESSEE
(35.842998, -86.343226)",,20190642
FLORIDA,2019,6,,-,4,,9,,5,,,-,1,,1,,1,,"FLORIDA
(28.260731, -82.420978)",,20190631
WEST NORTH CENTRAL,2019,6,,-,4,,5,,9,,,-,1,,1,,3,,,WEST NORTH CENTRAL,20190620
NORTH DAKOTA,2019,6,,-,1,,1,,1,,,-,0,,,-,,-,"NORTH DAKOTA
(47.446305, -100.46931)",,20190626
EAST NORTH CENTRAL,2019,6,1,,7,,13,,31,,,-,1,,1,,1,,,EAST NORTH CENTRAL,20190614
SOUTH DAKOTA,2019,6,,-,1,,1,,1,,,-,0,,,-,,-,"SOUTH DAKOTA
(44.43614, -100.230491)",,20190627
OHIO,2019,6,1,,4,,4,,9,,,-,1,,1,,1,,"OHIO
(40.415534, -82.70936)",,20190618
OKLAHOMA,2019,6,1,,2,,2,,,-,,-,1,,,-,,-,"OKLAHOMA
(35.583449, -97.508297)",,20190646
NEVADA,2019,6,,-,2,,,-,2,,,-,0,,,-,,-,"NEVADA
(39.283294, -114.916992)",,20190653
MARYLAND,2019,6,,-,3,,4,,2,,,-,1,,,-,,-,"MARYLAND
(38.946466, -76.687282)",,20190633
IOWA,2019,6,,N,,NC,,N,,N,,N,,NC,,N,,N,"IOWA
(42.074659, -93.500061)",,20190621
TOTAL,2019,6,4,,32,,75,,148,,,-,3,,5,,6,,,TOTAL,20190670
WISCONSIN,2019,6,,-,3,,2,,4,,,-,0,,,-,,-,"WISCONSIN
(44.639954, -89.732969)",,20190619
DELAWARE,2019,6,,-,1,,,-,,-,,-,0,,,-,,-,"DELAWARE
(38.994926, -75.452394)",,20190629
INDIANA,2019,6,,-,2,,2,,5,,,-,0,,,-,,-,"INDIANA
(39.919991, -86.2818)",,20190616
MISSISSIPPI,2019,6,,-,2,,2,,2,,,-,0,,,-,,-,"MISSISSIPPI
(32.713378, -89.65344)",,20190641
NON-US RESIDENTS,2019,6,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS,20190669
MICHIGAN,2019,6,,-,2,,5,,8,,,-,1,,,-,,-,"MICHIGAN
(44.874798, -85.730977)",,20190617
CALIFORNIA,2019,6,,N,,NC,,N,,N,,N,,NC,,N,,N,"CALIFORNIA
(37.211164, -119.662127)",,20190659
MISSOURI,2019,6,,-,3,,2,,5,,,-,1,,,-,2,,"MISSOURI
(38.3675, -92.477244)",,20190624
WASHINGTON,2019,6,,N,,NC,,N,,N,,N,,NC,,N,,N,"WASHINGTON
(47.411715, -120.592492)",,20190662
US TERRITORIES,2019,6,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20190663
NEW MEXICO,2019,6,,-,1,,4,,3,,,-,0,,,-,,-,"NEW MEXICO
(34.421369, -106.108388)",,20190654
U.S. VIRGIN ISLANDS,2019,6,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",,20190668
NEBRASKA,2019,6,,-,2,,,-,,-,,-,0,,,-,1,,"NEBRASKA
(41.527099, -99.810595)",,20190625
IDAHO,2019,6,,-,2,,2,,1,,,-,0,,,-,,-,"IDAHO
(44.389073, -114.659366)",,20190651
DISTRICT OF COLUMBIA,2019,6,,-,1,,,-,,-,,-,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",,20190630
ARKANSAS,2019,6,1,,3,,2,,,-,,-,0,,,-,,-,"ARKANSAS
(34.899825, -92.439162)",,20190644
HAWAII,2019,6,,-,1,,1,,,-,,-,0,,,-,,-,"HAWAII
(21.361013, -157.854309)",,20190660
CONNECTICUT,2019,6,,-,2,,,-,1,,,-,0,,,-,,-,"CONNECTICUT
(41.575155, -72.738288)",,20190603
GEORGIA,2019,6,,-,4,,2,,8,,,-,0,,,-,,-,"GEORGIA
(32.638481, -83.426574)",,20190632
TEXAS,2019,6,,-,8,,2,,14,,,-,1,,,-,1,,"TEXAS
(31.447238, -99.317341)",,20190647
WYOMING,2019,6,,-,1,,,-,4,,,-,0,,,-,,-,"WYOMING
(42.999627, -107.55145)",,20190656
MIDDLE ATLANTIC,2019,6,,-,8,,4,,21,,,-,1,,,-,,-,MIDDLE ATLANTIC,,20190609
GUAM,2019,6,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",,20190666
VIRGINIA,2019,6,,-,2,,3,,4,,,-,1,,,-,,-,"VIRGINIA
(37.510861, -78.666382)",,20190636
